SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,QW_LAT,QW_LONG,CSA_Name,URBAN_CENTER,BasinGIS_km2,Elev_atQWsite,SITE_Ecoregions3_code,SITE_Ecoregions3_name,DevelopedHigh2011,DevelopedMed2011,DevelopedLow2011,DevelopedOpen2011,BarrenLand2011,DeciduousForest2011,EvergreenForest2011,MixedForest2011,GrasslandHerb2011,ShrubScrub2011,CultivatedCrops2011,PastureHay2011,WoodyWetlands2011,EmerHerbWetlands2011,OpenWater2011,SumAreaNLCD2011,Canopy2011,Imperviousness2001,Imperviousness2006,Imperviousness2011,Dev_CommServices2012,Dev_IndusMilitary2012,Dev_MajorTransp2012,Dev_Other2012,Dev_Recreation2012,Dev_ResidHigh2012,Dev_ResidLowMed2012,SemiDev_AnthroOth2012,SemiDev_UrbHigh2012,SemiDev_UrbLowMed2012,Prod_Crops2012,Prod_GrazingPot2012,Prod_Mining2012,Prod_PastureHay2012,LowUse2012,VeryLowUse_Conserv2012,Water2012,Wetlands2012,SumAreaNWALT2012,Dense_Urban,Total_Urban,CSQA_Total_Urban,Extended_Urban,Crops,Total_Ag,Total_Developed,Total_Low_Use,LU_cat,Major_LU,GolfCourseArea,UrbanAge_mean,UrbanAge_PCT_1940,UrbanAge_PCT_1950,UrbanAge_PCT_1960,UrbanAge_PCT_1970,UrbanAge_PCT_1980,UrbanAge_PCT_1990,UrbanAge_PCT_2000,UrbanAge_PCT_2010,UrbanAge_PCT_NonUrban,UrbanAge_SUM_AREA,DamDensity2009,DamDensity2016,DamMajDensity2009,DamMajDensity2016,DamNIDstorage2009,DamNIDstorage2016,DamNORMALstorage2009,DamNORMALstorage2016,DamNumMajDams2009,DamNumMajDams2016,NumDams2009,NumDams2016,BaseFlowIndex,DunneOverlandFlow,HortonOverlandFlow,IndexSubsFlowContact,Runoff2013,Runoff2014,Runoff2015,Runoff2016,Runoff2017,Stream_Ephemeral,Stream_Intermittent,Stream_Perennial,Stream_StreamRiver,StreamDensity,TopogWetnessIndex,N_AtmosphDepos2013,N_AtmosphDepos2014,N_AtmosphDepos2015,N_AtmosphDepos2016,N_AtmosphDepos2017,N_FertFarm2012,N_FertNonFarm2012,N_Manure2012,N_Wastewater1992,N_Wastewater1997,N_Wastewater2002,N_NPDES_2012,NumFacilities2012,NumMajorFacilities2012,P_FertFarm2012,P_FertNonFarm2012,P_Manure2012,P_Wastewater1992,P_Wastewater1997,P_Wastewater2002,P_NPDES_2012,Total_N,Total_P,AdjHouseIncome_mean,HousingDensity2000,HousingDensity2010,PopDensity1990,PopDensity2000,PopDensity2010,RoadDensity2013,RoadDensity2014,RoadDensity2015,RoadDensity2016,RoadDensity2017,DepthToWaterTable,AvailWaterCapacity,BulkDensity,KfactorUpperHorizon,OrganicMatter,Permeability,SandContent,SiltContent,ClayContent,RainfallErosivity,SoilLoss_Afactor,SoilThickness,SRL25Agland,Elev_MeanWatershed,Slope,TRI_NumOfChems2010,TRI_NumOfFacil,TRI_NumOfSuperFund,TRI_SumLbs2010
451350122221100,T451350122221100,OR_Clear,PNSQA,"CLEAR CREEK AT METZLER PARK, NR SPRINGWATER, OR",45.230692,-122.369592,"Portland-Vancouver-Salem, OR-WA",Portland,83.83,207,7.1.9,Willamette Valley,0.01,0.04,0.07,1.90,0.08,0.17,65.99,1.74,7.92,15.34,1.67,5.00,0.02,0.00,0.04,,67.73,0.12,0.12,0.12,0.01,0.00,0.10,0.85,0.04,0.00,0.00,0.00,0.00,0.00,1.67,1.72,0.00,5.20,90.37,0.00,0.04,0.00,83851200,0.11,1.00,1.00,1.00,1.67,8.59,9.59,90.41,Undeveloped,Undeveloped,,,,,,,,,,,100.00,83780000,,1.193,,,,0.618,,0.618,,,,1,56.163,3.233,1.027,260.386,,1280.264,903.791,,,1.20,50.66,47.07,0.00,2.567,8.512,,2.021,1.451,,,52475.006,1082.335,13555.987,,,,,,,4669.563,87.763,3582.342,,,,,945.690,99.482,66.415,4.771,5.221,12.391,12.995,12.953,,,2.983,,,5.987,0.145,1.151,0.207,2.93,0.98,19.30,43.65,37.05,1152.871,0.532,48.856,0.000,512.67,17.56,,,,
451818122575500,T451818122575500,OR_Hess,PNSQA,"HESS CR AT FOOTPATH, GEORGE FOX UNIV, NEWBERG, OR",45.305252,-122.965111,"Portland-Vancouver-Salem, OR-WA",Portland,6.02,44,7.1.9,Willamette Valley,2.42,8.33,17.58,8.93,0.00,0.45,5.34,6.16,3.38,1.27,5.07,41.00,0.07,0.00,0.00,,16.97,13.70,13.95,14.19,6.44,3.46,1.07,0.24,0.12,1.01,21.11,0.00,0.00,11.99,5.43,1.25,0.00,43.35,4.53,0.00,0.00,0.00,6037200,10.97,33.45,33.45,45.44,5.43,50.03,95.47,4.53,Mixed,Mixed,,1943,16.42,21.89,,3.81,,,,,57.88,6030000,,,,,,,,,,,,,48.000,2.000,0.899,4687.599,,917.575,763.610,,,0.00,29.54,69.18,0.00,1.069,11.625,,1.287,1.364,,,39213.638,816.161,7769.753,,,,,,,3489.481,66.173,1899.729,,,,,8077.422,906.308,57.799,103.708,142.721,243.409,304.350,334.133,,,6.625,,,4.631,0.181,1.313,0.319,1.63,0.81,11.95,55.55,32.50,563.370,2.905,54.434,0.000,143.45,11.51,,,,
452414122213200,T452414122213200,OR_Tickle,PNSQA,"TICKLE CREEK NEAR BORING, OR",45.403732,-122.360088,"Portland-Vancouver-Salem, OR-WA",Portland,33.25,113,7.1.9,Willamette Valley,1.08,3.81,6.40,7.70,0.13,1.96,20.96,5.98,10.26,6.17,22.07,12.85,0.04,0.00,0.58,,31.56,5.35,5.83,6.03,2.87,0.35,2.54,0.36,0.09,1.04,9.93,0.00,0.18,35.84,22.58,2.45,0.00,13.13,7.99,0.00,0.65,0.00,33246000,5.76,17.36,17.17,53.20,22.58,38.16,91.36,8.64,Mixed,Mixed,,1970,1.59,10.85,,,4.12,10.40,6.52,,66.51,33260000,,6.015,,,,5.639,,5.639,,,,2,50.796,3.525,2.439,418.283,,1445.353,1018.948,,,2.22,57.12,37.62,0.00,1.650,9.403,,1.824,1.506,,,109083.433,3814.106,28179.770,,,,17961.402,1,,9706.945,309.274,7446.862,,,,9149.885,4393.523,525.201,59.953,76.118,126.954,173.354,205.744,322.760,,,5.806,,,5.977,0.150,1.240,0.233,2.77,0.57,15.67,41.29,43.05,856.117,0.441,47.675,0.000,256.84,9.05,1,2,,10
452431122303200,T452431122303200,OR_RockMouth,PNSQA,"ROCK CREEK NEAR MOUTH, NEAR DAMASCUS, OR",45.408454,-122.51009,"Portland-Vancouver-Salem, OR-WA",Portland,23.86,27,7.1.9,Willamette Valley,0.83,5.16,20.59,16.32,0.02,2.27,11.40,11.70,2.03,1.37,2.59,25.55,0.16,0.00,0.01,,25.97,9.57,11.18,12.40,2.48,0.03,0.79,0.12,3.07,2.94,32.41,0.00,1.06,23.83,2.64,0.72,0.00,26.09,3.81,0.00,0.02,0.00,23839200,3.29,42.89,41.83,66.72,2.64,29.46,96.18,3.82,Mixed,Mixed,,1978,,,0.92,31.64,19.57,27.79,19.45,,0.63,23860000,,4.191,,,,0.791,,0.620,,,,1,47.913,3.861,1.132,216.387,,994.026,725.557,,,22.81,49.10,27.05,0.00,2.773,9.391,,1.491,1.338,,,63057.916,6427.155,16289.894,,,,,,,5611.299,521.158,4304.812,,,,,3728.353,437.394,71.696,68.720,110.673,149.312,195.780,318.612,,,7.676,,,2.918,0.170,1.331,0.355,2.30,1.16,11.59,62.27,26.14,650.257,1.470,55.512,0.000,150.19,11.02,1,1,,9256.48
452538122213700,T452538122213700,OR_NFDeep,PNSQA,"NORTH FORK DEEP CR AT SE CHURCH RD, BORING, OR",45.427292,-122.360403,"Portland-Vancouver-Salem, OR-WA",,24.57,156,7.1.9,Willamette Valley,0.71,2.36,6.48,8.34,0.09,2.97,5.79,1.41,5.96,3.61,30.66,29.90,0.27,0.00,1.44,,13.41,4.81,4.88,4.93,1.46,0.06,1.93,0.00,0.00,0.00,12.17,0.00,0.00,12.99,31.07,2.26,0.00,30.90,5.80,0.00,1.35,0.00,24573600,3.46,15.63,15.63,28.63,31.07,64.23,92.85,7.15,Mixed,Mixed,,1994,0.24,,0.94,,,5.50,82.16,,11.16,24550000,,,,,,,,,,,,,49.689,3.924,2.720,601.295,,1301.793,926.552,,,19.32,55.58,22.33,0.00,1.698,9.776,,1.763,1.483,,,139767.111,2702.379,36106.354,,,,,,,12437.376,219.128,9541.563,,,,,7417.206,903.571,52.512,43.499,47.317,118.325,118.709,124.385,,,3.734,,,5.956,0.153,1.276,0.256,2.64,0.55,14.81,41.59,43.60,812.977,0.642,43.594,0.000,194.09,3.83,,,,
452543122372300,T452543122372300,OR_Kellogg,PNSQA,"KELLOGG CR BELOW MT SCOTT CR, NR MILWAUKIE, OR",45.428608,-122.623139,"Portland-Vancouver-Salem, OR-WA",Portland,37.96,14,7.1.9,Willamette Valley,9.97,29.85,37.20,12.31,0.00,0.19,6.36,0.77,0.85,1.00,0.10,0.60,0.56,0.16,0.08,,18.06,40.02,41.65,42.29,15.33,6.34,4.50,0.72,3.88,38.54,20.20,0.00,8.65,0.74,0.09,0.03,0.00,0.40,0.48,0.00,0.08,0.02,37958400,26.18,98.17,89.52,98.91,0.09,0.51,99.42,0.58,Urban_high,Urban,0.10,1948,40.65,4.92,15.39,22.02,0.37,,1.95,,14.71,38010000,,,,,,,,,,,,,47.326,3.275,0.387,388.224,,536.812,442.962,,,0.00,55.15,29.53,0.00,1.911,9.787,,1.329,1.220,,,2510.483,19299.916,648.539,,,,,,,223.399,1564.972,171.385,,,,,713.590,51.623,59.493,466.481,555.815,895.353,1157.590,1353.291,,,13.005,,,2.190,0.181,1.330,0.338,2.03,0.91,11.22,61.03,27.75,557.855,0.912,58.778,0.000,88.41,7.73,20,11,1,162.47
452912122291200,T452912122291200,OR_Johnson,PNSQA,"JOHNSON CREEK AT CIRCLE AVE, OR",45.486509,-122.487868,"Portland-Vancouver-Salem, OR-WA",Portland,54.69,83,7.1.9,Willamette Valley,2.10,11.02,19.53,13.63,0.00,2.39,8.45,9.79,1.77,0.97,14.06,14.57,1.48,0.22,0.03,,26.65,15.98,16.46,16.67,5.25,1.13,2.67,0.41,2.46,9.97,22.15,0.00,8.27,13.22,14.45,0.71,0.00,15.68,3.59,0.00,0.03,0.03,54694800,9.04,52.29,44.02,65.51,14.45,30.84,96.35,3.65,Mixed,Mixed,0.57,1964,24.13,7.88,3.34,7.99,17.85,9.45,15.57,,13.78,54790000,,3.657,,,,0.947,,0.677,,,,2,48.184,4.080,1.980,732.828,,701.915,553.728,,,0.19,46.65,33.84,0.00,2.523,10.060,,1.640,1.422,,,165394.719,45667.092,32143.836,,,,,,,14717.899,3702.999,8296.813,,,,,4588.857,488.499,61.245,210.930,237.877,401.801,535.174,600.463,,,6.983,,,3.471,0.167,1.324,0.340,2.33,1.19,13.51,59.36,27.12,738.630,1.219,53.057,0.000,163.74,9.67,1,1,,0
453115122540800,T453115122540800,OR_Beaverton,PNSQA,"BEAVERTON CREEK AT NE 75TH AVE, AT QUATAMA, OR",45.520822,-122.902103,"Portland-Vancouver-Salem, OR-WA",Portland,96.40,46,7.1.9,Willamette Valley,8.80,30.69,38.59,9.86,0.04,1.45,4.77,2.87,0.81,0.55,0.00,0.63,0.76,0.13,0.05,,21.68,40.32,41.52,42.01,15.06,4.02,3.00,1.12,4.38,56.22,3.98,0.00,9.00,1.91,0.00,0.18,0.00,0.60,0.45,0.00,0.05,0.03,96433200,22.08,96.78,87.78,98.69,0.00,0.78,99.47,0.53,Urban_high,Urban,0.03,1950,30.76,18.81,8.93,9.90,13.23,1.90,0.03,,16.45,96400000,,,,,,,,,,,,,45.839,3.341,0.491,1958.271,,601.244,549.557,,,0.48,64.31,32.58,0.00,1.544,10.093,,1.198,1.176,,,8631.191,107809.198,733.014,,,,,,,768.060,8741.796,172.244,,,,,1333.124,100.437,71.604,591.799,715.112,1043.007,1436.044,1738.328,,,12.407,,,1.436,0.182,1.348,0.363,1.71,1.03,9.65,63.86,26.49,489.024,0.407,58.939,3.035,103.27,7.01,9,15,,14962.4518
453145122534500,T453145122534500,OR_RockOrenco,PNSQA,"ROCK CREEK NEAR NW CHERRY LANE, NEAR ORENCO, OR",45.529307,-122.894748,"Portland-Vancouver-Salem, OR-WA",Portland,66.02,45,7.1.9,Willamette Valley,3.10,10.47,11.85,6.60,0.01,4.94,7.52,13.50,2.79,6.81,5.81,25.36,1.05,0.14,0.07,,28.84,13.46,13.87,14.27,5.82,1.17,1.12,1.86,3.05,11.11,5.41,0.00,2.02,10.43,5.94,1.25,0.00,26.35,24.39,0.00,0.08,0.01,66020400,8.10,31.55,29.53,41.98,5.94,33.55,75.53,24.47,Mixed,Mixed,0.81,1969,0.59,3.04,1.67,4.65,6.31,1.70,2.66,,79.38,66060000,,1.515,,,,2.148,,1.794,,,,1,46.215,2.261,0.186,368.919,,596.839,543.779,,,2.06,47.56,48.25,0.00,2.132,9.108,,1.239,1.214,,,316512.400,28849.097,23131.556,,,,,,,28165.331,2339.257,5474.792,,,,,5702.646,544.952,75.255,181.405,233.190,156.936,416.267,542.779,,,5.057,,,2.152,0.178,1.340,0.367,2.08,1.06,10.58,65.04,24.38,574.842,0.914,58.138,0.560,137.73,10.96,3,7,,2.074
453429122185500,T453429122185500,WA_Gibbons,PNSQA,"GIBBONS CREEK AT EVERGREEN HWY, AT WASHOUGAL, WA",45.57485,-122.315383,"Portland-Vancouver-Salem, OR-WA",Portland,18.71,14,7.1.9,Willamette Valley,0.20,3.54,5.24,9.22,0.20,14.24,14.57,8.98,3.24,12.45,2.20,24.67,1.26,0.00,0.00,,41.37,3.64,4.99,5.07,0.75,0.04,0.00,2.36,1.56,0.06,10.99,0.00,0.02,26.16,2.31,0.98,0.19,24.74,29.85,0.00,0.00,0.00,18730800,0.79,15.78,15.76,41.94,2.31,28.02,69.96,29.85,Mixed,Mixed,0.26,1945,0.16,11.49,,,,,,,88.35,18720000,,,,,,,,,,,,,45.430,3.659,1.272,49.665,,2086.200,1475.600,,,0.00,50.26,49.59,0.00,4.168,8.545,,2.023,1.698,,,11636.679,2600.216,22226.778,,,,,,,1225.673,232.581,5568.861,,,,,2118.630,375.561,75.265,34.208,84.164,50.245,96.413,231.317,,,4.154,,,4.763,0.166,1.152,0.293,1.52,1.42,18.96,44.32,36.72,965.114,1.424,60.000,0.000,188.44,14.52,,,,
453506123125700,T453506123125700,OR_Iler,PNSQA,"ILER CREEK NEAR FOREST GROVE, OR",45.584834,-123.217056,"Portland-Vancouver-Salem, OR-WA",Portland,12.73,86,7.1.9,Willamette Valley,0.00,0.00,0.18,2.10,0.25,1.81,41.34,25.85,1.53,19.81,4.01,1.87,1.25,0.00,0.00,,74.01,0.26,0.26,0.26,0.00,0.00,0.00,0.20,0.00,0.00,0.00,0.00,0.00,0.00,4.18,0.25,0.00,1.75,93.62,0.00,0.00,0.00,12744000,0.00,0.20,0.20,0.20,4.18,6.19,6.38,93.62,Undeveloped,Undeveloped,,,,,,,,,,,100.00,12750000,,,,,,,,,,,,,49.458,2.000,0.000,329.132,,610.500,561.700,,,0.00,77.80,20.23,0.00,5.526,9.109,,1.588,1.672,,,12238.934,389.440,798.483,,,,,,,1089.099,31.578,190.156,,,,,1221.553,102.936,49.258,0.934,1.846,4.206,4.222,4.721,,,1.963,,,5.825,0.164,1.222,0.264,2.23,0.78,14.15,46.58,39.27,1171.197,1.306,50.804,0.206,284.73,32.83,,,,
454510122424900,T454510122424900,WA_Whipple,PNSQA,"WHIPPLE CREEK NEAR SALMON CREEK, WA",45.750487,-122.716771,"Portland-Vancouver-Salem, OR-WA",Portland,22.37,25,7.1.9,Willamette Valley,1.98,10.05,19.88,17.38,0.00,9.58,4.63,4.07,0.30,3.69,1.36,23.07,4.00,0.03,0.00,,25.94,13.54,16.12,16.36,2.49,0.85,1.93,0.19,0.85,8.88,31.53,0.00,0.85,18.05,1.32,0.79,0.00,24.34,7.80,0.00,0.00,0.11,22377600,5.28,47.59,46.73,65.64,1.32,26.45,92.08,7.92,Mixed,Mixed,,1988,0.98,2.06,0.98,2.82,13.56,15.84,,27.96,35.79,22350000,,,,,,,,,,,,,49.099,4.000,1.000,1759.900,,2086.200,1475.600,,,0.00,43.07,56.50,0.00,3.304,11.198,,1.284,1.228,,,12647.206,8170.319,24156.946,,,,,,,1332.110,730.808,6052.460,,,,,2133.210,362.764,70.438,97.073,152.000,132.820,244.977,413.881,,,6.355,,,4.117,0.188,1.408,0.358,0.55,0.91,14.24,60.87,24.89,500.041,0.263,60.000,6.757,68.08,7.08,0,3,,0
454533122321200,T454533122321200,WA_Weaver,PNSQA,"WEAVER CR AT SE MERRITT DR, NR BATTLE GROUND, WA",45.759892,-122.535984,"Portland-Vancouver-Salem, OR-WA",Portland,17.42,78,7.1.9,Willamette Valley,1.04,7.31,19.27,20.69,0.00,5.95,16.37,5.07,1.20,8.98,0.40,11.29,1.58,0.24,0.61,,34.56,12.98,13.59,13.84,2.54,0.08,0.35,0.60,0.43,10.29,31.04,0.00,0.00,30.20,0.41,0.14,0.00,12.29,10.89,0.00,0.62,0.10,17452800,2.97,45.34,45.34,75.54,0.41,12.85,88.39,11.61,Urban_med,Urban,,1990,,13.24,2.82,,5.47,3.91,21.47,47.09,5.99,17370000,,,,,,,,,,,,,50.942,2.002,0.000,191.200,,2113.630,1554.652,,,0.00,50.93,47.67,0.00,2.318,9.326,,1.671,1.516,,,4715.095,6359.480,9006.123,,,,,,,496.633,568.834,2256.461,,,,,1304.027,190.642,68.999,124.439,171.916,207.373,357.997,478.810,,,7.189,,,4.465,0.174,1.285,0.327,0.97,1.42,20.76,51.94,27.30,767.610,0.259,60.000,6.495,126.89,5.48,,,,
454558122255200,T454558122255200,WA_Salmon,PNSQA,"SALMON CREEK AT NE 199TH ST, NR VENERSBORG, WA",45.766111,-122.431244,"Portland-Vancouver-Salem, OR-WA",Portland,19.30,120,6.2.7,Cascades,0.01,0.07,1.56,2.08,0.09,2.64,43.72,7.68,7.43,31.11,0.00,0.42,3.17,0.00,0.00,,72.67,0.76,0.76,0.76,0.02,0.00,0.00,0.67,0.00,0.00,1.62,0.00,0.00,16.26,0.00,0.00,0.00,0.37,80.91,0.00,0.00,0.15,19306800,0.02,2.31,2.31,18.57,0.00,0.37,18.94,81.06,Undeveloped,Undeveloped,,1995,,,,,,,1.86,,98.14,19380000,,,,,,,,,,,,,50.048,2.000,0.692,116.532,,2128.527,1597.584,,,0.00,61.06,38.13,0.00,5.224,8.537,,2.748,2.235,,,187.520,554.509,358.175,,,,,,,19.751,49.599,89.740,,,,,280.551,8.244,91.176,10.588,14.109,25.469,33.324,43.755,,,2.321,,,5.991,0.179,1.247,0.265,1.09,1.01,19.35,39.89,40.77,1617.782,0.872,60.000,0.000,353.23,18.48,,,,
454904122441800,T454904122441800,WA_Gee,PNSQA,"GEE CREEK AT ABRAMS PARK, AT RIDGEFIELD, WA",45.817934,-122.738721,"Portland-Vancouver-Salem, OR-WA",Portland,30.71,21,7.1.9,Willamette Valley,0.35,3.24,14.69,15.91,0.97,4.54,3.55,2.66,0.99,7.05,6.14,36.69,2.89,0.28,0.02,,19.83,7.80,8.36,8.69,2.08,0.63,3.39,0.21,0.29,0.00,22.69,0.00,0.00,17.47,6.31,1.22,0.00,40.07,5.55,0.00,0.02,0.05,30679200,6.10,29.30,29.30,46.77,6.31,47.61,94.38,5.62,Mixed,Mixed,,1988,2.19,1.89,,,1.66,,12.88,7.60,73.78,30660000,,3.257,,,,1.687,,0.964,,,,1,50.981,3.297,0.926,1194.757,,2195.552,1790.748,,,0.00,66.15,31.05,0.00,5.792,10.653,,1.345,1.266,,,30434.552,8019.532,58131.879,,,,,,,3205.622,717.320,14564.790,,,,,3271.993,602.069,65.166,30.704,51.399,62.486,88.358,145.202,,,7.199,,,4.117,0.188,1.408,0.358,0.55,0.91,14.24,60.87,24.89,528.704,0.255,60.000,13.967,77.10,6.61,,,,
455122122310600,T455122122310600,WA_RockBattle,PNSQA,"ROCK CREEK NEAR BATTLE GROUND, WA",45.851333,-122.522119,"Portland-Vancouver-Salem, OR-WA",Portland,27.99,111,7.1.9,Willamette Valley,0.01,0.17,3.67,8.98,0.26,16.77,16.62,11.74,4.89,20.04,3.06,7.65,5.41,0.14,0.58,,54.61,2.18,2.19,2.19,0.08,0.00,0.00,0.33,0.00,0.00,8.43,0.00,0.00,59.15,3.13,0.14,0.22,7.86,19.90,0.00,0.58,0.18,27979200,0.08,8.84,8.84,67.99,3.13,11.13,79.12,20.66,Urban_low,Urban,,2005,,,,,,,,8.33,91.67,27960000,,14.293,,,,23.051,,14.280,,,,4,55.701,2.167,0.099,184.339,,2224.300,1873.600,,,0.00,53.02,44.58,0.00,2.787,8.936,,2.150,1.920,,,6938.253,2771.849,13252.492,,,,,,,730.795,247.933,3320.377,,,,,1012.437,153.613,58.404,16.827,21.690,34.512,55.653,66.796,,,4.866,,,5.625,0.209,0.970,0.269,1.89,1.16,16.82,45.13,38.05,1381.689,0.702,59.285,4.482,234.86,12.16,,,,
472131122072500,T472131122072500,WA_LittleSoos,PNSQA,LITTLE SOOS CREEK ABV MOUTH NR MAPLE VALLEY,47.356994,-122.127601,"Seattle-Tacoma, WA",Seattle,20.04,103,7.1.7,Strait of Georgia/Puget Lowland,1.23,4.83,14.68,18.13,0.00,2.80,13.34,22.98,0.09,1.96,0.00,2.32,1.98,0.56,15.11,,40.31,9.35,10.25,10.58,4.28,0.16,1.08,0.83,0.04,5.69,24.06,0.00,4.79,10.42,0.00,0.02,0.00,2.28,31.02,0.00,15.11,0.23,20008800,5.52,40.91,36.13,51.33,0.00,2.30,53.63,46.37,Urban_med,Urban,,1965,1.89,6.88,16.70,9.52,,11.17,,3.84,50.00,20060000,,24.951,,14.971,,2961.110,,2366.500,,3,,5,66.534,7.643,0.000,210.213,,1514.127,1123.575,,,0.00,14.94,34.30,4.53,1.166,10.649,,1.022,1.112,,,1971.709,9686.160,5107.200,,,,,,,207.674,866.410,1082.046,,,,,947.787,107.596,81.822,74.169,101.407,194.092,224.468,283.940,,,6.425,,,4.100,0.082,1.384,0.174,1.52,10.02,59.39,34.82,5.79,543.158,0.041,57.500,0.000,155.72,3.61,,,,
01645704,T01645704,VA_Difficult.Fox,SESQA,"DIFFICULT RUN ABOVE FOX LAKE NEAR FAIRFAX, VA",38.884695,-77.332429,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington, D.C.",14.23,90.38,8.3.4,Piedmont,5.38,17.77,14.37,25.94,0.03,28.94,2.33,1.35,0.17,0.78,0.46,0.48,1.64,0.03,0.32,14229900,44.33,17.57,21.91,22.68,17.33,0.03,8.46,0.41,4.55,18.22,14.87,0.00,35.10,0.18,0.13,0.00,0.00,0.13,0.10,0.00,0.28,0.23,14166000,25.82,98.96,63.86,99.14,0.13,0.25,99.39,0.61,Urban_med,Urban,0.52,1963,,3.51,31.48,24.03,19.47,,,,21.50,14230000,,,,,,,,,,,,,26.048,4.000,3.008,106.686,470.429,553.939,,,,0.00,74.78,16.69,0.00,2.503,9.646,,5.100,,,,181.583,18606.586,301.802,,,0,,,,26.334,3360.529,59.940,,,0,,1851.937,242.292,119.625,344.979,661.641,496.570,793.909,1375.864,10.626,10.865,,,,4.454,0.139,1.363,0.336,0.50,1.99,29.82,47.73,22.45,149.199,0.209,56.960,43.774,123.63,6.20,0,1,,0
01645762,T01645762,VA_S.F.Difficult,SESQA,"S F LITTLE DIFFICULT RUN ABOVE MOUTH NR VIENNA, VA",38.908889,-77.338263,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington, D.C.",7.01,82.64,8.3.4,Piedmont,0.01,0.63,6.65,36.40,0.19,47.21,2.35,1.71,0.08,0.68,0.00,0.32,3.78,0.00,0.00,7020000,60.07,4.05,4.63,4.71,0.51,0.00,0.00,0.15,0.98,0.62,40.81,0.00,56.21,0.00,0.00,0.00,0.00,0.41,0.00,0.00,0.00,0.31,7012800,0.51,99.28,43.07,99.28,0.00,0.41,99.69,0.31,Urban_med,Urban,,1974,,,0.43,8.30,90.84,0.14,,,0.29,6990000,14.256,,,,10.551,,10.551,,,,1,,26.541,4.016,3.000,101.011,473.679,552.123,,,,0.00,55.55,35.49,0.00,2.296,9.650,,5.060,,,,30.467,7001.905,50.638,,,0,,,,4.418,1264.617,10.057,,,0,,1515.761,182.350,161.301,159.699,188.564,377.950,506.942,580.699,7.849,8.253,,,,5.329,0.147,1.358,0.343,0.52,2.05,30.01,52.49,17.50,148.099,0.233,58.623,45.390,120.05,6.78,,,,
01646000,T01646000,VA_Difficult.Falls,SESQA,"DIFFICULT RUN NEAR GREAT FALLS, VA",38.975943,-77.245814,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington, D.C.",149.77,45.52,8.3.1,Northern Piedmont,1.55,6.81,12.80,32.42,0.02,35.39,2.11,1.40,0.06,0.92,0.83,0.96,4.29,0.01,0.42,149785200,52.67,10.91,11.64,11.84,8.23,0.46,3.63,0.22,3.97,8.74,28.28,0.00,34.21,7.88,0.78,0.03,0.00,0.76,0.82,0.55,0.41,1.05,149720400,12.33,87.74,53.53,95.61,0.78,1.56,97.18,2.83,Urban_high,Urban,2.62,1967,1.52,5.87,13.59,30.59,35.58,5.39,0.34,,7.11,149790000,6.677,,0.668,,38.421,,16.888,,1,,10,,30.998,3.995,3.302,111.992,472.011,553.055,,,,0.00,43.18,50.57,0.00,2.372,9.645,,4.903,,,,3636.535,177700.052,6044.137,,,0,,,,527.389,32094.475,1200.417,,,0,,1741.427,225.831,145.914,294.416,345.560,635.065,748.961,841.764,8.704,8.929,,,,5.154,0.145,1.355,0.338,0.51,2.08,30.63,50.41,18.96,148.311,0.408,58.880,40.404,106.93,6.89,0,2,,0
01654000,T01654000,VA_Accotink,SESQA,"ACCOTINK CREEK NEAR ANNANDALE, VA",38.812891,-77.228316,"Washington-Baltimore-Arlington, DC-MD-VA-WV-PA","Washington, D.C.",61.78,60.24,8.3.4,Piedmont,4.35,14.19,24.63,31.08,0.00,20.92,0.40,1.38,0.01,0.16,0.06,0.08,2.68,0.00,0.05,61783200,42.76,22.40,23.08,23.37,16.95,1.04,9.01,0.15,4.65,25.38,17.23,0.00,24.43,0.00,0.04,0.00,0.00,0.06,0.01,0.00,0.04,1.01,61768800,27.00,98.85,74.41,98.85,0.04,0.09,98.94,1.06,Urban_high,Urban,0.83,1949,6.95,43.55,38.89,0.99,0.13,0.10,,,9.39,61740000,1.619,,,,0.479,,0.214,,,,1,,28.307,3.691,3.768,132.187,397.670,594.588,,,,0.00,47.45,49.74,0.00,1.171,9.681,,4.722,,,,121.868,91830.132,202.552,,,0,,,,17.674,16585.082,40.228,,,0,,1963.916,269.397,103.105,586.926,667.127,1397.741,1554.792,1778.963,12.667,13.002,,,,5.438,0.136,1.354,0.317,0.42,2.23,34.24,43.49,22.27,152.242,0.366,58.300,46.142,106.04,5.51,21,2,,3296.3
