SITE_NO,TSITE_NO,SHORT_NAME,RSQA_STUDY,STATION_NM,QW_LAT,QW_LONG,CSA_Name,URBAN_CENTER,BasinGIS_km2,Elev_atQWsite,SITE_Ecoregions3_code,SITE_Ecoregions3_name,DevelopedHigh2011,DevelopedMed2011,DevelopedLow2011,DevelopedOpen2011,BarrenLand2011,DeciduousForest2011,EvergreenForest2011,MixedForest2011,GrasslandHerb2011,ShrubScrub2011,CultivatedCrops2011,PastureHay2011,WoodyWetlands2011,EmerHerbWetlands2011,OpenWater2011,SumAreaNLCD2011,Canopy2011,Imperviousness2001,Imperviousness2006,Imperviousness2011,Dev_CommServices2012,Dev_IndusMilitary2012,Dev_MajorTransp2012,Dev_Other2012,Dev_Recreation2012,Dev_ResidHigh2012,Dev_ResidLowMed2012,SemiDev_AnthroOth2012,SemiDev_UrbHigh2012,SemiDev_UrbLowMed2012,Prod_Crops2012,Prod_GrazingPot2012,Prod_Mining2012,Prod_PastureHay2012,LowUse2012,VeryLowUse_Conserv2012,Water2012,Wetlands2012,SumAreaNWALT2012,Dense_Urban,Total_Urban,CSQA_Total_Urban,Extended_Urban,Crops,Total_Ag,Total_Developed,Total_Low_Use,LU_cat,Major_LU,GolfCourseArea,UrbanAge_mean,UrbanAge_PCT_1940,UrbanAge_PCT_1950,UrbanAge_PCT_1960,UrbanAge_PCT_1970,UrbanAge_PCT_1980,UrbanAge_PCT_1990,UrbanAge_PCT_2000,UrbanAge_PCT_2010,UrbanAge_PCT_NonUrban,UrbanAge_SUM_AREA,DamDensity2009,DamDensity2016,DamMajDensity2009,DamMajDensity2016,DamNIDstorage2009,DamNIDstorage2016,DamNORMALstorage2009,DamNORMALstorage2016,DamNumMajDams2009,DamNumMajDams2016,NumDams2009,NumDams2016,BaseFlowIndex,DunneOverlandFlow,HortonOverlandFlow,IndexSubsFlowContact,Runoff2013,Runoff2014,Runoff2015,Runoff2016,Runoff2017,Stream_Ephemeral,Stream_Intermittent,Stream_Perennial,Stream_StreamRiver,StreamDensity,TopogWetnessIndex,N_AtmosphDepos2013,N_AtmosphDepos2014,N_AtmosphDepos2015,N_AtmosphDepos2016,N_AtmosphDepos2017,N_FertFarm2012,N_FertNonFarm2012,N_Manure2012,N_Wastewater1992,N_Wastewater1997,N_Wastewater2002,N_NPDES_2012,NumFacilities2012,NumMajorFacilities2012,P_FertFarm2012,P_FertNonFarm2012,P_Manure2012,P_Wastewater1992,P_Wastewater1997,P_Wastewater2002,P_NPDES_2012,Total_N,Total_P,AdjHouseIncome_mean,HousingDensity2000,HousingDensity2010,PopDensity1990,PopDensity2000,PopDensity2010,RoadDensity2013,RoadDensity2014,RoadDensity2015,RoadDensity2016,RoadDensity2017,DepthToWaterTable,AvailWaterCapacity,BulkDensity,KfactorUpperHorizon,OrganicMatter,Permeability,SandContent,SiltContent,ClayContent,RainfallErosivity,SoilLoss_Afactor,SoilThickness,SRL25Agland,Elev_MeanWatershed,Slope,TRI_NumOfChems2010,TRI_NumOfFacil,TRI_NumOfSuperFund,TRI_SumLbs2010
11181008,T11181008,CA_Castro,CSQA,CASTRO VALLEY C A HAYWARD CA,37.679931,-122.080519,"San Jose-San Francisco-Oakland, CA",South Bay,14.36,34.52000046,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",7.47,49.17,23.19,9.72,0.00,0.00,0.32,8.09,1.72,0.33,0.00,0.00,0.00,0.00,0.00,14357779,10.67,46.12,46.27,46.44,15.06,0.38,2.81,0.18,2.13,58.46,11.25,0.00,1.70,0.88,0.00,0.00,0.00,0.00,7.17,0.00,0.00,0.00,14367600,18.24,91.96,90.25,92.83,0.00,0.00,92.83,7.17,Urban_high,Urban,,1936,81.28,10.37,,,,,,,8.35,28740000,,13.928,,6.964,,15.118,,15.118,,1,,2,24.094,0.134,14.686,4073.714,,,,68.100,308.200,,0.00,65.50,0.00,0.006,10.657,,,1.110,2.245,15.804,0.000,7654.920,0.000,,,,,,,0.000,188.604,0.000,,,,,2113.519,13.134,67.332,969.073,1014.975,2215.172,2442.402,2554.368,,,,,14.594,5.320,0.142,1.420,0.290,1.35,0.82,21.04,43.12,35.83,410.045,0.443,40.201,,101.90,0.11,,,,
11182400,T11182400,CA_ArroyoMart,CSQA,ARROYO DEL HAMBRE A MARTINEZ CA,38.00352,-122.129699,"San Jose-San Francisco-Oakland, CA",South Bay,37.98,17.09000015,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.16,2.10,5.84,13.66,0.00,0.00,3.17,34.46,39.76,0.63,0.05,0.00,0.10,0.04,0.02,37987728,33.30,4.20,4.25,4.27,1.48,0.16,2.99,3.62,0.81,2.76,6.78,0.00,25.94,0.00,0.06,0.00,0.00,0.00,55.39,0.00,0.02,0.00,37990800,4.63,44.54,18.60,44.54,0.06,0.06,44.59,55.41,Urban_low,Urban,,1948,8.17,0.79,7.22,2.42,0.76,,,,80.65,76160000,,,,,,,,,,,,,28.391,1.000,3.000,44.388,,,,161.073,507.098,,23.73,0.00,0.00,0.014,7.980,,,1.047,2.753,19.458,62.173,3707.570,110.534,,,,,,,6.299,91.347,32.101,,,,,2047.941,3.416,91.730,66.929,67.504,157.655,166.090,158.789,,,,,7.984,5.881,0.141,1.453,0.306,1.62,1.12,24.24,45.14,30.62,417.223,0.613,30.641,,177.65,0.28,,,,
11182500,T11182500,CA_SanRamonSan,CSQA,SAN RAMON C A SAN RAMON CA,37.772983,-121.994682,"San Jose-San Francisco-Oakland, CA",South Bay,15.55,173.9700012,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.02,0.99,1.58,5.96,0.00,0.00,2.16,39.44,41.38,8.31,0.00,0.00,0.10,0.05,0.00,15572710,32.22,1.54,1.55,1.56,0.65,0.00,0.18,2.57,1.06,0.51,0.97,0.00,1.60,2.15,0.00,0.00,0.00,0.00,90.31,0.00,0.00,0.00,15573600,0.83,7.54,5.94,9.69,0.00,0.00,9.69,90.31,Urban_low,Urban,,1951,,1.99,,0.32,0.32,,,,97.37,31160000,,,,,,,,,,,,,29.602,0.999,3.760,219.551,,,,121.113,389.965,,32.54,7.44,0.00,0.017,9.061,,,1.297,3.012,21.683,0.000,603.266,0.000,,,,,,,0.000,14.863,0.000,,,,,2207.047,0.956,97.946,8.085,23.830,10.947,20.011,57.676,,,,,2.459,5.847,0.141,1.450,0.306,1.56,1.08,23.83,44.89,31.29,448.072,0.728,32.106,,347.96,0.29,,,,
11456500,T11456500,CA_ConnOak,CSQA,CONN C NR OAKVILLE CA,38.447278,-122.380556,"San Jose-San Francisco-Oakland, CA",North Bay,146.06,37.34999847,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.04,0.13,0.48,2.86,0.09,2.96,25.71,13.63,12.52,32.09,6.76,0.00,0.38,0.41,1.95,146085049,37.78,0.39,0.41,0.42,0.23,0.12,0.40,0.30,0.17,0.00,1.02,0.00,0.00,3.76,6.94,0.02,0.00,0.01,85.05,0.00,1.96,0.01,146109600,0.75,2.23,2.23,6.00,6.94,6.98,12.97,87.03,Ag_low,Ag,,1955,,,4.97,,,,,,95.03,291960000,,6.846,,2.739,,270.426,,270.426,,4,,10,26.600,1.458,3.516,174.912,,,,271.390,887.817,,69.05,21.85,0.00,0.014,8.446,,,1.560,4.572,27.469,136138.806,748.429,28829.785,,,,,,,13792.968,18.428,6923.778,,,,,3881.515,141.963,77.272,6.217,6.829,21.542,20.100,20.588,,,,,1.604,5.944,0.152,1.362,0.298,0.81,1.15,22.58,48.03,29.40,913.132,1.372,31.558,5.219,333.82,0.26,,,,
11458300,T11458300,CA_NapaNapa,CSQA,NAPA C A NAPA,38.301859,-122.303863,"San Jose-San Francisco-Oakland, CA",North Bay,38.94,13.02000046,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.04,2.62,6.48,6.13,0.05,8.65,23.77,16.26,19.93,14.55,1.09,0.00,0.33,0.00,0.11,38954273,42.18,4.12,4.18,4.31,0.53,0.15,0.07,0.70,0.67,7.66,3.50,0.00,3.93,1.36,1.07,0.25,0.00,0.02,79.97,0.00,0.12,0.00,38966400,0.75,17.21,13.29,18.57,1.07,1.34,19.91,80.09,Urban_low,Urban,,1949,5.16,5.54,1.95,4.11,,0.10,,0.10,83.03,77920000,,2.568,,2.568,,0.744,,0.744,,1,,1,23.084,1.341,3.036,101.232,,,,275.700,910.500,,99.34,0.00,0.00,0.015,8.279,,,1.469,4.499,26.821,5744.780,883.411,1216.558,,,,,,,582.035,21.752,292.169,,,,,2883.565,23.008,66.270,80.497,81.895,207.700,211.242,205.400,,,,,5.518,5.911,0.144,1.365,0.303,1.05,1.48,25.57,48.09,26.34,917.156,1.262,31.953,0.000,265.02,0.24,,,,
11458500,T11458500,CA_SonomaAgua,CSQA,SONOMA C A AGUA CALIENTE CA,38.323247,-122.494426,"San Jose-San Francisco-Oakland, CA",North Bay,150.48,35.38999939,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.03,0.72,2.50,7.61,0.09,2.94,30.01,13.79,11.81,25.12,4.91,0.00,0.21,0.10,0.15,150467798,43.11,1.72,1.77,1.79,0.37,0.17,0.33,1.03,0.46,0.65,4.03,0.00,1.15,20.80,5.22,1.33,0.00,0.15,64.13,0.01,0.16,0.00,150483600,0.88,8.20,7.05,29.00,5.22,6.70,35.70,64.30,Mixed,Mixed,0.27,1980,1.94,,1.28,0.98,1.00,,,5.70,89.10,301160000,,1.994,,0.665,,7.345,,7.345,,1,,3,23.204,2.383,2.943,64.525,,,,290.873,923.533,,76.78,21.48,0.00,0.015,8.297,,,1.518,4.221,26.367,80701.412,3013.247,132857.040,,,,,,,8176.285,74.247,28079.040,,,,,4075.923,241.431,61.564,25.963,28.589,62.095,58.228,55.344,,,,,2.729,5.943,0.112,1.366,0.249,0.64,1.75,30.92,43.85,25.23,1233.375,1.230,27.666,12.031,300.41,0.24,0,1,,0
11459500,T11459500,CA_Novato,CSQA,NOVATO C A NOVATO CA,38.107698,-122.579981,"San Jose-San Francisco-Oakland, CA",North Bay,46.51,8.289999962,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.06,3.70,3.99,4.18,0.19,3.06,13.92,10.66,44.91,12.93,0.00,0.00,0.38,0.62,1.38,46516541,22.12,3.87,3.99,4.01,1.27,0.00,0.00,0.13,2.26,4.10,3.99,0.00,5.39,0.77,0.00,0.02,0.12,0.00,80.43,0.00,1.41,0.11,46540800,1.27,17.14,11.75,17.91,0.00,0.02,17.93,81.95,Urban_low,Urban,0.85,1960,0.26,6.28,1.61,16.31,2.04,,,,73.49,92960000,,2.150,,2.150,,117.475,,117.475,,1,,1,22.652,2.221,4.029,255.982,,,,280.720,921.569,,80.81,14.46,0.00,0.010,9.326,,,1.398,4.040,27.502,0.000,1346.770,0.000,,,,,,,0.000,33.188,0.000,,,,,2779.197,0.713,52.478,71.591,76.686,197.021,194.315,199.414,,,,,2.822,5.734,0.129,1.454,0.274,1.40,1.26,28.85,44.85,26.30,912.229,1.116,26.222,,160.28,0.26,,,,
11460000,T11460000,CA_Corte,CSQA,CORTE MADERA C A ROSS CA,37.962979,-122.556922,"San Jose-San Francisco-Oakland, CA",North Bay,46.70,8.029999733,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.27,2.66,6.74,26.72,0.01,8.68,25.16,8.58,10.48,10.56,0.00,0.00,0.02,0.00,0.11,46703730,51.87,5.44,5.63,5.67,3.15,0.00,0.81,0.85,2.02,17.81,9.61,0.00,19.07,3.59,0.00,0.00,0.00,0.00,42.98,0.00,0.11,0.00,46695600,3.95,53.32,34.25,56.91,0.00,0.00,56.91,43.09,Urban_med,Urban,0.01,1944,30.84,6.47,14.41,,4.20,0.19,,,43.90,93400000,,2.141,,2.141,,16.166,,16.166,,1,,1,22.724,1.808,4.123,106.412,,,,283.298,927.254,,29.09,49.07,0.00,0.018,8.778,,,1.495,4.266,31.177,0.000,4075.574,0.000,,,,,,,0.000,100.432,0.000,,,,,3205.011,2.151,69.486,223.760,236.969,493.834,521.370,533.716,,,,,6.634,5.513,0.126,1.459,0.270,1.32,1.26,28.82,44.91,26.27,1206.761,2.153,27.419,,155.58,0.30,,,,
11465350,T11465350,CA_DryMouth,CSQA,DRY C NR MOUTH NR HEALDSBURG CA,38.58741,-122.862216,"San Jose-San Francisco-Oakland, CA",North Bay,564.99,25.15999985,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.09,0.50,0.65,2.69,0.05,3.92,31.00,15.33,14.91,24.94,4.17,0.00,0.06,0.00,1.68,565010201,42.29,0.71,0.74,0.75,0.24,0.16,0.30,0.30,0.06,0.27,0.47,0.01,0.02,1.72,4.30,0.05,0.00,0.00,90.40,0.00,1.69,0.01,565002000,0.70,1.82,1.80,3.56,4.30,4.35,7.91,92.09,Ag_low,Ag,0.16,1941,0.67,0.45,,,0.07,,,,98.82,1129960000,,1.416,,0.885,,1964.486,,1073.748,,5,,8,34.845,4.047,4.081,53.416,,,,531.238,1137.692,,73.93,16.58,0.00,0.016,7.972,,,0.958,2.090,16.623,257019.446,3432.820,423125.717,,,,,,,26039.992,84.589,89426.680,,,,,2872.182,204.518,51.228,7.736,9.683,19.462,21.077,21.907,,,,,1.970,5.989,0.115,1.423,0.241,0.76,2.23,32.61,42.76,24.62,1312.296,1.351,38.725,0.075,292.13,0.33,1,2,,0.8438
11465660,T11465660,CA_Copeland,CSQA,COPELAND C A ROHNERT PARK CA,38.343248,-122.701932,"San Jose-San Francisco-Oakland, CA",North Bay,14.89,31.20999908,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.92,12.95,8.17,8.92,0.00,1.63,8.32,6.09,38.11,10.95,2.41,0.80,0.22,0.48,0.04,14887849,15.53,11.21,12.28,12.64,9.74,0.07,0.00,3.12,0.92,12.35,2.49,0.00,0.58,0.60,2.49,11.05,0.00,0.44,56.12,0.00,0.02,0.00,14889600,9.82,29.28,28.70,29.88,2.49,13.97,43.86,56.14,Urban_med,Urban,,1954,2.82,7.72,3.69,2.08,0.47,2.55,,,80.66,29780000,,,,,,,,,,,,,22.999,2.172,8.056,779.154,,,,489.004,1093.717,,35.96,46.17,0.00,0.013,9.156,,,1.428,3.740,24.111,5269.975,836.293,8675.850,,,,,,,533.929,20.607,1833.622,,,,,3404.055,160.425,72.386,261.539,264.466,582.664,753.836,789.232,,,,,5.065,5.429,0.118,1.394,0.256,0.59,0.94,24.06,42.41,33.53,1066.351,1.378,34.190,87.066,272.02,0.13,,,,
11465690,T11465690,CA_Colgan,CSQA,COLGAN C NR SANTA ROSA CA,38.402135,-122.733043,"San Jose-San Francisco-Oakland, CA",North Bay,9.04,32.20999908,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",8.53,29.21,13.47,10.86,0.00,0.36,2.94,7.92,18.63,7.44,0.00,0.64,0.00,0.00,0.00,9029184,10.36,25.77,30.36,32.10,17.44,2.63,2.75,1.19,2.91,18.32,15.45,0.00,2.03,10.51,0.00,2.03,0.00,0.44,24.29,0.00,0.00,0.00,9039600,22.82,62.72,60.69,73.24,0.00,2.47,75.71,24.29,Urban_high,Urban,0.16,1953,31.19,7.88,9.66,,,,13.76,,37.51,18020000,,,,,,,,,,,,,29.752,3.080,5.120,912.059,,,,505.400,1107.800,,79.38,0.00,0.00,0.010,10.283,,,1.051,2.862,18.632,717.739,898.782,1181.599,,,,,,,72.718,22.146,249.728,,,,,2172.576,38.101,50.814,304.105,475.519,802.091,1076.930,1500.486,,,,,8.815,5.265,0.132,1.468,0.309,0.64,0.98,28.61,44.06,27.33,768.396,0.455,41.267,100.000,97.23,0.09,,,,
11466170,T11466170,CA_Matanzas,CSQA,MATANZAS C A SANTA ROSA CA,38.438801,-122.702487,"San Jose-San Francisco-Oakland, CA",North Bay,56.96,49.86999893,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.50,4.97,7.72,12.14,0.01,2.27,11.66,11.21,28.56,17.76,1.85,0.00,0.35,0.28,0.72,56958644,26.32,6.38,6.86,6.99,2.48,0.04,0.15,0.32,2.78,9.99,7.15,0.00,2.95,37.64,1.85,5.23,0.00,0.00,28.65,0.00,0.73,0.06,56948400,2.68,25.85,22.91,63.49,1.85,7.07,70.57,29.43,Mixed,Mixed,0.62,1949,9.25,3.32,5.76,0.49,3.83,,,,77.36,113960000,,7.023,,3.511,,126.297,,126.297,,2,,4,27.073,2.758,3.932,169.516,,,,502.742,1105.517,,52.22,34.16,0.00,0.012,8.612,,,1.246,3.391,22.060,11483.827,2585.494,18905.583,,,,,,,1163.487,63.707,3995.653,,,,,2784.886,91.696,72.614,155.395,165.588,367.324,385.959,382.626,,,,,4.655,5.781,0.115,1.432,0.273,0.54,1.20,29.54,43.61,26.85,1081.433,0.998,27.759,0.000,219.16,0.16,,,,
11466200,T11466200,CA_SantaSanta,CSQA,SANTA ROSA C A SANTA ROSA CA,38.43679,-122.724695,"San Jose-San Francisco-Oakland, CA",North Bay,144.64,42.36000061,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.61,5.81,7.68,12.24,0.01,1.41,22.91,9.66,19.61,18.47,0.99,0.00,0.15,0.11,0.33,144632532,34.09,6.94,7.50,7.65,3.00,0.10,0.47,0.64,1.99,10.08,8.01,0.00,3.89,20.16,1.02,3.80,0.00,0.01,46.47,0.00,0.33,0.02,144648000,3.58,28.19,24.31,48.35,1.02,4.83,53.18,46.82,Urban_low,Urban,1.18,1953,10.12,4.50,3.02,3.18,4.75,0.06,0.07,1.17,73.14,289100000,,4.148,,1.383,,52.276,,52.276,,2,,6,28.112,2.677,3.758,155.076,,,,502.413,1105.235,,63.93,27.62,0.00,0.013,8.546,,,1.290,3.489,22.123,15672.277,6858.198,25800.941,,,,,,,1587.841,168.988,5452.971,,,,,2546.413,49.847,66.891,154.365,170.728,333.553,361.964,380.029,,,,,4.536,5.674,0.123,1.435,0.283,0.76,1.25,28.89,44.02,27.09,1118.291,1.494,32.003,0.210,258.11,0.21,,,,
11466320,T11466320,CA_SantaWillow,CSQA,SANTA ROSA C A WILLOWSIDE RD NR SANTA ROSA CA,38.44519,-122.807213,"San Jose-San Francisco-Oakland, CA",North Bay,197.46,19.25,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",1.70,11.64,11.56,14.71,0.01,1.06,17.03,7.45,16.56,14.01,3.70,0.00,0.13,0.09,0.36,197455912,27.35,12.67,13.62,13.90,6.51,0.70,0.75,0.73,2.28,15.67,11.18,0.00,4.32,15.56,3.76,3.54,0.00,0.09,34.56,0.00,0.36,0.02,197510400,7.96,42.12,37.81,57.68,3.76,7.39,65.07,34.93,Urban_med,Urban,1.61,1955,15.45,6.78,4.04,5.61,6.22,0.04,1.19,3.04,57.64,394620000,,4.558,,1.013,,43.846,,43.846,,2,,9,28.703,2.785,4.143,591.770,,,,503.213,1105.922,,61.62,23.43,0.00,0.012,9.205,,,1.190,3.260,20.903,79590.391,13812.623,131027.990,,,,,,,8063.721,340.348,27692.474,,,,,3226.838,182.804,63.520,246.668,279.977,529.016,609.551,666.122,,,,,5.876,5.459,0.128,1.451,0.298,0.73,1.13,28.67,43.89,27.44,1045.485,1.201,38.971,1.309,205.23,0.17,3,3,,0
11466800,T11466800,CA_MarkWMir,CSQA,MARK WEST C NR MIRABEL HEIGHTS CA,38.494001,-122.853097,"San Jose-San Francisco-Oakland, CA",North Bay,651.98,15.39999962,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",1.63,8.90,8.68,11.92,0.04,0.70,12.98,6.20,22.16,12.53,9.98,3.45,0.38,0.10,0.34,651962330,20.48,9.80,10.67,10.92,4.73,1.19,1.15,0.89,1.65,9.13,9.91,0.19,2.71,14.64,10.34,6.37,0.00,3.66,33.06,0.00,0.34,0.03,651956400,7.07,31.37,28.65,46.20,10.34,20.37,66.57,33.43,Mixed,Mixed,5.19,1961,8.38,7.93,5.90,4.18,5.64,1.73,1.73,4.34,60.18,1303900000,,3.221,,0.614,,24.199,,24.199,,4,,21,29.967,2.762,4.899,938.530,,,,500.977,1101.888,,66.19,19.82,0.00,0.011,9.521,,,1.143,3.010,19.853,957108.231,35504.512,1575613.440,,,,244113.314,2,2,96969.671,874.843,333002.627,,,,81649.059,5924.444,660.826,59.522,158.313,185.816,344.415,417.190,469.817,,,,,4.976,5.349,0.131,1.451,0.298,0.68,1.22,28.17,42.45,29.37,980.534,0.830,45.625,20.905,155.17,0.13,5,16,,0
351436120405201,T351436120405201,CA_SanLObispo,CSQA,SAN LUIS OBISPO C A LOS OSOS VLY RD NR SAN LUIS OB,35.243,-120.681444,,,107.19,30.01000023,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.54,4.92,7.79,9.46,0.00,0.00,4.45,10.80,32.89,23.67,2.98,0.91,0.28,0.95,0.37,107191972,11.90,6.24,6.51,6.86,6.34,0.19,2.41,1.26,1.23,6.63,1.52,0.00,5.58,14.18,3.06,1.50,0.00,0.91,54.48,0.24,0.36,0.10,107193600,8.95,25.17,19.59,39.35,3.06,5.47,44.82,55.18,Urban_low,Urban,0.13,1947,12.35,3.23,,,,,,2.59,81.82,214360000,,,,,,,,,,,,,38.817,0.000,10.479,359.982,,,,389.170,1423.312,,6.31,17.55,0.00,0.020,9.041,,,0.722,0.976,12.850,51008.363,1368.661,26282.257,,,,30097.560,1,1,5167.926,33.712,7760.616,,,,6376.061,2018.894,120.932,44.052,144.542,153.855,348.202,353.690,392.576,,,,,5.417,5.964,0.140,1.393,0.236,1.70,0.87,24.56,40.47,34.96,827.697,1.515,34.393,40.444,209.81,0.23,,,,
351725120395901,T351725120395901,CA_Stenner,CSQA,STENNER C A MURRAY AVE A SAN LUIS OBISPO CA,35.2904,-120.666319,,,23.20,68.730003,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.45,2.49,4.80,9.50,0.00,0.00,1.31,8.94,33.41,31.50,3.06,3.35,0.62,0.31,0.25,23225872,7.70,3.43,3.56,4.15,8.89,0.08,2.17,1.60,0.03,1.68,0.22,0.00,4.13,28.31,2.99,0.26,0.00,3.33,46.08,0.00,0.22,0.02,23209200,11.14,18.78,14.66,47.09,2.99,6.59,53.68,46.32,Urban_low,Urban,,1935,4.96,,,,,,,,95.04,46360000,,,,,,,,,,,,,37.879,0.000,3.575,187.706,,,,387.752,1418.464,,16.12,20.18,0.00,0.023,8.893,,,0.745,1.028,13.935,18214.911,224.413,9385.304,,,,,,,1845.449,5.528,2771.289,,,,,2592.592,199.200,29.983,81.225,74.367,268.698,299.453,381.555,,,,,2.810,6.000,0.137,1.401,0.220,2.03,1.01,25.83,39.91,34.26,903.889,1.541,27.631,5.891,241.50,0.24,,,,
352127120484501,T352127120484501,CA_Chorro,CSQA,CHORRO C A CHORRO C RD NR MORRO BAY CA,35.357508,-120.812464,,,105.01,10.22000027,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.13,1.13,2.00,6.05,0.01,0.00,4.18,5.32,49.51,26.41,2.87,0.77,0.54,0.96,0.12,105004197,8.11,1.71,1.77,1.84,0.64,2.60,1.19,0.27,0.27,0.18,0.01,0.29,0.64,0.20,3.15,0.39,0.00,0.99,89.06,0.00,0.11,0.00,105044400,4.42,5.80,5.16,6.29,3.15,4.53,10.82,89.17,Urban_low,Urban,0.75,1949,,0.10,,0.03,,,,,99.87,210020000,,0.952,,0.952,,1.057,,1.057,,1,,1,33.685,0.000,13.882,292.442,,,,380.913,1395.090,,16.86,16.05,0.00,0.019,8.978,,,0.700,0.953,12.798,46765.931,555.176,24096.327,,,,7792.410,1,1,4738.103,13.675,7115.156,,,,852.305,1959.873,113.004,60.051,0.549,1.013,6.583,88.070,72.363,,,,,2.350,5.971,0.153,1.378,0.256,1.42,0.79,22.08,42.14,35.78,794.143,1.215,36.217,45.358,233.02,0.24,1,1,,8739.1
352934120395501,T352934120395501,CA_Atascadero,CSQA,ATASCADERO C A W MALL BR A ATASCADERO CA,35.492883,-120.665164,,,50.01,256.9599915,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.18,1.65,4.07,19.51,0.00,0.00,9.80,18.49,14.53,30.38,0.00,0.00,0.37,0.69,0.33,50004741,22.24,3.17,3.28,3.37,2.43,0.07,2.15,0.52,0.17,0.29,16.84,0.00,0.01,12.37,0.00,0.03,0.00,0.00,64.80,0.00,0.33,0.00,50022000,4.65,22.47,22.46,34.84,0.00,0.03,34.87,65.13,Urban_low,Urban,,1973,10.12,2.78,4.58,,2.70,,,16.44,63.39,100020000,,4.000,,2.000,,13.567,,13.567,,1,,2,30.460,0.015,2.516,51.650,,,,40.179,230.524,,19.96,4.77,0.00,0.018,8.471,,,0.829,1.124,16.553,0.000,726.881,0.000,,,,,,,0.000,17.904,0.000,,,,,1669.796,0.358,91.092,71.297,76.783,169.956,183.303,183.231,,,,,4.045,5.980,0.141,1.454,0.283,0.75,2.08,34.14,40.44,25.42,1027.369,1.797,28.979,0.000,432.51,0.27,,,,
363608121255201,T363608121255201,CA_ChuChuChu,CSQA,CHUALAR C A CHUALAR CANYON RD NR CHUALAR CA,36.6022,-121.430997,,,58.56,161.4299927,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.00,0.00,0.00,1.67,0.00,0.01,29.78,1.65,24.65,41.63,0.22,0.00,0.18,0.11,0.10,58547953,21.76,0.03,0.03,0.03,0.00,0.00,0.00,0.26,0.00,0.00,0.00,0.00,0.00,0.00,0.22,0.05,0.00,0.00,99.32,0.00,0.14,0.00,58579200,0.00,0.26,0.26,0.26,0.22,0.27,0.53,99.47,Undeveloped,Undeveloped,,,,,,,,,,,100.00,117180000,,,,,,,,,,,,,37.251,2.000,0.570,17.007,,,,16.207,147.011,,25.42,0.00,0.00,0.015,8.244,,,0.300,0.486,8.446,6418.374,78.716,374.339,,,,,,,650.280,1.939,91.144,,,,,961.916,12.694,40.398,0.310,0.313,0.872,1.365,0.593,,,,,1.294,5.999,0.098,1.544,0.221,0.80,3.89,50.00,33.13,16.86,318.949,0.882,29.282,0.000,587.37,0.37,,,,
364003121373501,T364003121373501,CA_Alisal,CSQA,ALISAL C A FAIRVIEW AVE NR SALINAS CA,36.66725,-121.626999,,,105.15,13.89999962,11.1.1,"California Coastal Sage, Chaparral, and Oak Woodlands",0.70,4.45,3.97,7.28,0.08,0.00,16.36,0.18,17.74,17.77,30.83,0.26,0.22,0.06,0.11,105128390,12.07,4.87,4.98,5.21,1.69,0.58,2.91,1.54,0.68,1.88,0.00,0.00,0.08,0.00,34.21,2.01,0.00,0.87,53.47,0.00,0.09,0.00,105174000,5.18,9.36,9.29,9.36,34.21,37.08,46.45,53.55,Ag_high,Ag,0.57,1941,2.12,,,0.15,0.27,,,,97.46,210340000,,,,,,,,,,,,,34.148,1.648,2.699,472.029,,,,12.320,95.178,,6.13,4.93,0.00,0.023,9.292,,,0.367,0.611,9.500,1635356.530,1342.462,95394.094,,,,,,,165686.728,33.063,23226.446,,,,,17421.967,1796.855,57.997,24.797,30.773,88.359,109.775,137.273,,,,,3.550,5.994,0.116,1.526,0.264,0.83,2.42,44.10,35.13,20.77,254.718,0.639,45.793,10.589,188.29,0.18,0,2,,0
